pnu;name;data_type
4459;P0.6421.1.0_NativePosition;UDINT
4465;P0.6427.1.0_ErrorByte;USINT
4470;P0.6432.1.0_EncoderSupplyVoltage;REAL
4471;P0.6438.1.0_vectorLength;REAL
4472;P0.6439.1.0_LowerLimitVectorLength;REAL
4473;P0.6440.1.0_UpperLimitVectorLength;REAL
4476;P0.6443.1.0_EncoderSupplyVoltageMonitoringWindow;REAL
4494;P0.6913.1.0_ErrorBits;UINT
4495;P0.6914.1.0_EncoderSupplyVoltageMonitoringWindow;REAL
4496;P0.6915.1.0_CrcErrorCounter;UDINT
4502;P0.6921.1.0_Errors;UINT
4503;P0.12510.1.0_InternalTemperature;UDINT
4504;P0.12511.1.0_ExternalTemperature;UDINT
4507;P0.12514.1.0_EncoderSupplyVoltage;REAL
4508;P0.100000.1.0_linearEncoderDetected;BOOL
4509;P0.100001.1.0_exponentNumberOfPeriods;USINT
4512;P0.101509.0.0_safeEnDatOff2;LINT
4514;P0.101510.0.0_safeEnDatSrm;LINT
4516;P0.101511.0.0_safeEnDatNsrPos1;DINT
4518;P0.101513.0.0_safeEnDatNsrPos2;DINT
4522;P0.101525.0.0_safeEnDatDynamizationBits1;UINT
4524;P0.101526.0.0_safeEnDatDynamizationBits2;UINT
4526;P0.101529.0.0_brakeresistorDatabaseId;UDINT
4527;P0.101530.0.0_brakeresistorNocCode;STRING(37)
4528;P0.101561.0.0_invalidIpSettings_LogSettings;USINT
4529;P0.101561.1.0_invalidIpSettings_LogSettings;USINT
4532;P0.101711.0.0_debugU64;ULINT
4533;P0.101713.0.0_debugI64Position;LINT
4534;P0.101715.0.0_customer_data_i32;DINT
4535;P0.101715.1.0_customer_data_i32;DINT
4536;P0.101715.2.0_customer_data_i32;DINT
4537;P0.101715.3.0_customer_data_i32;DINT
4538;P0.101717.0.0_customer_data_f32;REAL
4539;P0.101717.1.0_customer_data_f32;REAL
4540;P0.101717.2.0_customer_data_f32;REAL
4541;P0.101717.3.0_customer_data_f32;REAL
4545;P0.125913.1.0_ErrorBits;UINT
4546;P0.125915.1.0_EncoderSupplyVoltageMonitoringWindow;REAL
4547;P0.125916.1.0_CrcErrorCounter;UDINT
4548;P0.125917.1.0_Errors;UINT
4550;P0.125919.1.0_deviceTyp;UINT
4551;P0.125920.1.0_linearResolution;UDINT
4558;P0.100978.0.0_ExecutionTimeL0La;UDINT
4559;P0.100979.0.0_ExecutionTimeL0Lb;UDINT
4560;P0.100980.0.0_ExecutionTimeL1La;UDINT
4561;P0.100981.0.0_ExecutionTimeL1Lb;UDINT
4562;P0.100982.0.0_ExecutionTimeL2La;UDINT
4563;P0.100983.0.0_ExecutionTimeL2Lb;UDINT
4564;P0.100984.0.0_MaxExecutionTimeL0La;UDINT
4565;P0.100985.0.0_MaxExecutionTimeL0Lb;UDINT
4566;P0.100986.0.0_MaxExecutionTimeL1La;UDINT
4567;P0.100987.0.0_MaxExecutionTimeL1Lb;UDINT
4568;P0.100988.0.0_MaxExecutionTimeL2La;UDINT
4569;P0.100989.0.0_MaxExecutionTimeL2Lb;UDINT
4570;P0.101035.0.0_CommunicationFailed_LogSettings;USINT
4571;P0.101039.0.0_CommunicationFailed_DiagnosisLevels;UINT
4572;P0.101043.0.0_ErrorMainSwitch_FaultReactionActive;UINT
4573;P0.101051.0.0_SelectedEncoderActive;UDINT
4574;P0.101051.1.0_SelectedEncoderActive;UDINT
4575;P0.101061.0.0_SelfTestFailed_FaultReactionsActive;UINT
4576;P0.101065.0.0_FrameTxLA;UDINT
4577;P0.101066.0.0_FrameTxLB;UDINT
4578;P0.101067.0.0_FrameRxLA;UDINT
4579;P0.101068.0.0_FrameRxLB;UDINT
4580;P0.101183.0.0_CommunicationFailed_FaultReactionsActive;UINT
4581;P0.101212.0.0_VersionMismatch_FaultReactionsActive;UINT
4582;P0.101240.0.0_SelfTestFailed_LogSettings;USINT
4583;P0.101244.0.0_SelfTestFailed_DiagnosisLevels;UINT
4584;P0.101276.0.0_VersionMismatch_LogSettings;USINT
4585;P0.101280.0.0_VersionMismatch_DiagnosisLevels;UINT
4586;P0.101485.0.0_CurrentOperatingModeLa;UDINT
4587;P0.101487.0.0_CurrentOperatingModeLb;UDINT
4588;P0.101516.0.0_safeEnDatNvpActive;LINT
4589;P0.101518.0.0_safeEnDatOff2Active;LINT
4590;P0.101520.0.0_safeEnDatSrmActive;LINT
4591;P0.101522.0.0_safeEnDatNsrPos1Active;DINT
4592;P0.101523.0.0_safeEnDatNsrPos2Active;DINT
4593;P0.101524.0.0_safeEnDatClocksForPositionActive;UINT
4594;P0.101527.0.0_safeEnDatDynamizationBits1Active;UINT
4595;P0.101528.0.0_safeEnDatDynamizationBits2Active;UINT
4596;P0.101543.0.0_OperatingModeChangeTimeout_FaultReactionActive;UINT
4597;P0.101550.0.0_OperatingModeChangeTimeoutLa_LogSettings;USINT
4598;P0.101552.0.0_OperatingModeChangeTimeoutLa_DiagnosisLevels;UINT
4599;P0.101587.0.0_SafetyCycleViolated_ReactionActive;UINT
4600;P0.101588.0.0_SafetyCycleViolatedLa_LogSettings;USINT
4601;P0.101590.0.0_SafetyCycleViolatedLa_DiagnosisLevels;UINT
4602;P0.101593.0.0_Pos1Pos2CheckFailed_ReactionActive;UINT
4603;P0.101597.0.0_CrcError_ReactionActive;UINT
4604;P0.101601.0.0_RecoveryTime_ReactionActive;UINT
4605;P0.101603.0.0_ForceDynamicSamplingErrorLa_LogSettings;USINT
4606;P0.101605.0.0_ForceDynamicSamplingError_ReactionActive;UINT
4607;P0.101606.0.0_Pos1Pos2CheckFailedLa_LogSettings;USINT
4608;P0.101607.0.0_ForceDynamicSamplingErrorLa_DiagnosisLevels;UINT
4609;P0.101608.0.0_Pos1Pos2CheckFailedLa_DiagnosisLevels;UINT
4610;P0.101609.0.0_CommonError_ReactionActive;UINT
4611;P0.101630.0.0_CrcErrorLa_LogSettings;USINT
4612;P0.101632.0.0_CrcErrorLa_DiagnosisLevels;UINT
4613;P0.101651.0.0_CommonErrorLa_LogSettings;USINT
4614;P0.101654.0.0_RecoveryTimeErrorLa_LogSettings;USINT
4615;P0.101655.0.0_CommonErrorLa_DiagnosisLevels;UINT
4616;P0.101656.0.0_RecoveryTimeErrorLa_DiagnosisLevels;UINT
4617;P0.101669.0.0_SincLinesActive;UDINT
4618;P0.101669.1.0_SincLinesActive;UDINT
4619;P0.101671.0.0_HipeLinesActive;UDINT
4620;P0.101673.0.0_SincEncoderSupplyVoltageActive;REAL
4621;P0.101673.1.0_SincEncoderSupplyVoltageActive;REAL
4622;P0.101675.0.0_SincEncoderSupplyVoltageMonitoringWindowActive;REAL
4623;P0.101675.1.0_SincEncoderSupplyVoltageMonitoringWindowActive;REAL
4624;P0.101676.0.0_HipeEncoderSupplyVoltageActive;REAL
4625;P0.101677.0.0_HipeEncoderSupplyVoltageMonitoringWindowActive;REAL
4626;P0.101703.0.0_safeEnDatSupplyVoltageActive;REAL
4627;P0.101707.0.0_safeEnDatSupplyVoltageWindowActive;REAL
4628;P0.101719.0.0_AbiEncoderSupplyVoltageActive;REAL
4629;P0.101719.1.0_AbiEncoderSupplyVoltageActive;REAL
4630;P0.101721.0.0_AbiEncoderSupplyVoltageMonitoringWindowActive;REAL
4631;P0.101721.1.0_AbiEncoderSupplyVoltageMonitoringWindowActive;REAL
4632;P0.101723.0.0_AbiLinesActive;UINT
4633;P0.101723.1.0_AbiLinesActive;UINT
4634;P0.170002.0.0_sdo1005_COB_ID_SYNC;UDINT
4635;P0.170003.0.0_sdo100C_GuardTime;UINT
4636;P0.170004.0.0_sdo100D_LifeTimeFactor;USINT
4637;P0.170005.0.0_sdo1014_COB_ID_EMCY;UDINT
4638;P0.170006.0.0_sdo1015_InhibitTimeEMCY;UINT
4639;P0.170007.0.0_sdo1200_01_COB_IDClientServerRx;UDINT
4640;P0.170008.0.0_sdo1200_02_COB_IDServerClientTx;UDINT
4643;P0.170011.0.0_sdo1010_SaveAllParameters;UDINT
4644;P0.170012.0.0_sdo1011_restoreAllDefaultParameters;UDINT
4645;P0.171001.0.0_sdo14xx_01_COB_ID_UsedByRPDO;UDINT
4646;P0.171001.1.0_sdo14xx_01_COB_ID_UsedByRPDO;UDINT
4647;P0.171001.2.0_sdo14xx_01_COB_ID_UsedByRPDO;UDINT
4648;P0.171001.3.0_sdo14xx_01_COB_ID_UsedByRPDO;UDINT
4649;P0.171002.0.0_sdo14xx_02_TransmissionTypeRPDO;USINT
4650;P0.171002.1.0_sdo14xx_02_TransmissionTypeRPDO;USINT
4651;P0.171002.2.0_sdo14xx_02_TransmissionTypeRPDO;USINT
4652;P0.171002.3.0_sdo14xx_02_TransmissionTypeRPDO;USINT
4653;P0.171010.0.0_sdo16xx_00_RPDO_NumberOfObjects;USINT
4654;P0.171010.1.0_sdo16xx_00_RPDO_NumberOfObjects;USINT
4655;P0.171010.2.0_sdo16xx_00_RPDO_NumberOfObjects;USINT
4656;P0.171010.3.0_sdo16xx_00_RPDO_NumberOfObjects;USINT
4657;P0.171011.0.0_sdo16xx_xx_RPDO_MappedObjects;UDINT
4658;P0.171011.1.0_sdo16xx_xx_RPDO_MappedObjects;UDINT
4659;P0.171011.2.0_sdo16xx_xx_RPDO_MappedObjects;UDINT
4660;P0.171011.3.0_sdo16xx_xx_RPDO_MappedObjects;UDINT
4661;P0.172001.0.0_sdo18xx_01_COB_ID_UsedByTPDO;UDINT
4662;P0.172001.1.0_sdo18xx_01_COB_ID_UsedByTPDO;UDINT
4663;P0.172001.2.0_sdo18xx_01_COB_ID_UsedByTPDO;UDINT
4664;P0.172001.3.0_sdo18xx_01_COB_ID_UsedByTPDO;UDINT
4665;P0.172002.0.0_sdo18xx_02_TransmissionTypeTPDO;USINT
4666;P0.172002.1.0_sdo18xx_02_TransmissionTypeTPDO;USINT
4667;P0.172002.2.0_sdo18xx_02_TransmissionTypeTPDO;USINT
4668;P0.172002.3.0_sdo18xx_02_TransmissionTypeTPDO;USINT
4669;P0.172003.0.0_sdo18xx_03_InhibitTimeTPDO;UINT
4670;P0.172003.1.0_sdo18xx_03_InhibitTimeTPDO;UINT
4671;P0.172003.2.0_sdo18xx_03_InhibitTimeTPDO;UINT
4672;P0.172003.3.0_sdo18xx_03_InhibitTimeTPDO;UINT
4673;P0.172005.0.0_sdo18xx_05_EventTimerTPDO;UINT
4674;P0.172005.1.0_sdo18xx_05_EventTimerTPDO;UINT
4675;P0.172005.2.0_sdo18xx_05_EventTimerTPDO;UINT
4676;P0.172005.3.0_sdo18xx_05_EventTimerTPDO;UINT
4677;P0.172010.0.0_sdo1Axx_00_TPDO_NumberOfObjects;USINT
4678;P0.172010.1.0_sdo1Axx_00_TPDO_NumberOfObjects;USINT
4679;P0.172010.2.0_sdo1Axx_00_TPDO_NumberOfObjects;USINT
4680;P0.172010.3.0_sdo1Axx_00_TPDO_NumberOfObjects;USINT
4681;P0.172011.0.0_sdo1Axx_xx_TPDO_MappedObjects;UDINT
4682;P0.172011.1.0_sdo1Axx_xx_TPDO_MappedObjects;UDINT
4683;P0.172011.2.0_sdo1Axx_xx_TPDO_MappedObjects;UDINT
4684;P0.172011.3.0_sdo1Axx_xx_TPDO_MappedObjects;UDINT
4685;P0.180001.0.0_Emca_DataTunnelingIndex;UDINT
4686;P0.180002.0.0_Emca_DataTunnelingDisablePassword;UDINT
4687;P0.180003.0.0_Emca_DataTunnelingRead;UDINT
4688;P0.180004.0.0_Emca_DataTunnelingWrite;UDINT
4697;P0.50301.0.0_encoderLinearizationStatus;UDINT
4703;P0.101837.0.0_EnDatInstructionSet;UINT
4704;P0.101837.1.0_EnDatInstructionSet;UINT
4713;P0.101935.0.0_telegramSelectionExtension2;UINT
4714;P0.101990.0.0_SystemStart_LogSettings;USINT
4715;P0.101992.0.0_SystemStart_DiagnosisLevels;UINT
4718;P0.100554.0.0_sos_t_delay;REAL
4719;P0.100558.0.0_sos_delta_pos;LINT
4720;P0.100631.0.0_sos_t_delay_active;REAL
4721;P0.100635.0.0_sos_delta_pos_active;LINT
4744;P0.101752.0.0_STO_SafetyConditionViolated_FaultReactionsActive;UINT
4745;P0.101757.0.0_Torque_Off_SelftestFailed_FaultReactionsActive;UINT
4746;P0.101758.0.0_Torque_Off_SelftestFailed_LogSettings;USINT
4747;P0.101760.0.0_Torque_Off_SelftestFailed_DiagnosisLevels;UINT
4748;P0.101761.0.0_Torque_Off_SwitchOffTimeout_FaultReactionsActive;UINT
4749;P0.101765.0.0_Torque_Off_FeedbackErrorOff_FaultReactionsActive;UINT
4750;P0.101767.0.0_STO_SafetyConditionViolated_LogSettings;USINT
4751;P0.101769.0.0_Torque_Off_FeedbackErrorOn_FaultReactionsActive;UINT
4752;P0.101771.0.0_STO_SafetyConditionViolated_DiagnosisLevels;UINT
4753;P0.101773.0.0_Torque_Off_VoltageLevelFault_FaultReactionsActive;UINT
4754;P0.101777.0.0_SOS_InputValuesNotValid_FaultReactionsActive;UINT
4755;P0.101781.0.0_SOS_SpeedLimitViolated_FaultReactionsActive;UINT
4756;P0.101782.0.0_Torque_Off_SwitchOffTimeout_LogSettings;USINT
4757;P0.101784.0.0_Torque_Off_SwitchOffTimeout_DiagnosisLevels;UINT
4758;P0.101785.0.0_SOS_PositionLimitViolated_FaultReactionsActive;UINT
4759;P0.101789.0.0_TORQUE_OFF_STO_STATE_La;BOOL
4760;P0.101793.0.0_TORQUE_OFF_STO_STATE_Lb;BOOL
4761;P0.101797.0.0_TORQUE_OFF_STO_VALID_La;BOOL
4762;P0.101801.0.0_TORQUE_OFF_STO_VALID_Lb;BOOL
4763;P0.101805.0.0_TORQUE_OFF_Feedback_La;BOOL
4764;P0.101806.0.0_Torque_Off_FeedbackErrorOff_LogSettings;USINT
4765;P0.101808.0.0_Torque_Off_FeedbackErrorOff_DiagnosisLevels;UINT
4766;P0.101809.0.0_TORQUE_OFF_Feedback_Lb;BOOL
4767;P0.101815.0.0_SOS_InputValuesNotValid_LogSettings;USINT
4768;P0.101817.0.0_STO_LS_MON_LA_AI;REAL
4769;P0.101819.0.0_SOS_InputValuesNotValid_DiagnosisLevels;UINT
4770;P0.101821.0.0_STO_HS_MON_LB_AI;REAL
4771;P0.101830.0.0_Torque_Off_FeedbackErrorOn_LogSettings;USINT
4772;P0.101832.0.0_Torque_Off_FeedbackErrorOn_DiagnosisLevels;UINT
4773;P0.101841.0.0_EnDatInstructionSetActive;UINT
4774;P0.101845.0.0_SerialNumberActive;UINT
4775;P0.101849.0.0_safeEnDatValidatedSerialNumber;UINT
4776;P0.101853.0.0_safeEnDatValidatedSerialNumberActive;UINT
4777;P0.101854.0.0_Torque_Off_VoltageLevelFault_LogSettings;USINT
4778;P0.101856.0.0_Torque_Off_VoltageLevelFault_DiagnosisLevels;UINT
4779;P0.101857.0.0_safeEnDatValidatedNvp;LINT
4780;P0.101861.0.0_safeEnDatValidatedNvpActive;LINT
4781;P0.101863.0.0_SOS_SpeedLimitViolated_LogSettings;USINT
4782;P0.101867.0.0_SOS_SpeedLimitViolated_DiagnosisLevels;UINT
4783;P0.101869.0.0_NoSafetyEncoderDetected_ReactionActive;UINT
4784;P0.101873.0.0_WrongSerialNumber_ReactionActive;UINT
4785;P0.101877.0.0_WrongZeroOffset_ReactionActive;UINT
4786;P0.101881.0.0_StepMonitoring_ReactionActive;UINT
4787;P0.101883.0.0_StepMonitoringLa_LogSettings;USINT
4788;P0.101887.0.0_StepMonitoringLa_DiagnosisLevels;UINT
4789;P0.101890.0.0_SOS_PositionLimitViolated_LogSettings;USINT
4790;P0.101892.0.0_SOS_PositionLimitViolated_DiagnosisLevels;UINT
4791;P0.101915.0.0_OutputState_LA;BOOL
4792;P0.101915.1.0_OutputState_LA;BOOL
4793;P0.101915.2.0_OutputState_LA;BOOL
4794;P0.101915.3.0_OutputState_LA;BOOL
4795;P0.101915.4.0_OutputState_LA;BOOL
4796;P0.101915.5.0_OutputState_LA;BOOL
4797;P0.101915.6.0_OutputState_LA;BOOL
4798;P0.101915.7.0_OutputState_LA;BOOL
4799;P0.101915.8.0_OutputState_LA;BOOL
4800;P0.101915.9.0_OutputState_LA;BOOL
4801;P0.101918.0.0_NoSafetyEncoderDetectedLa_LogSettings;USINT
4802;P0.101919.0.0_Output2ChState_LA;BOOL
4803;P0.101919.1.0_Output2ChState_LA;BOOL
4804;P0.101919.2.0_Output2ChState_LA;BOOL
4805;P0.101920.0.0_NoSafetyEncoderDetectedLa_DiagnosisLevels;UINT
4806;P0.101923.0.0_OutputState_LB;BOOL
4807;P0.101923.1.0_OutputState_LB;BOOL
4808;P0.101923.2.0_OutputState_LB;BOOL
4809;P0.101923.3.0_OutputState_LB;BOOL
4810;P0.101923.4.0_OutputState_LB;BOOL
4811;P0.101923.5.0_OutputState_LB;BOOL
4812;P0.101923.6.0_OutputState_LB;BOOL
4813;P0.101923.7.0_OutputState_LB;BOOL
4814;P0.101923.8.0_OutputState_LB;BOOL
4815;P0.101923.9.0_OutputState_LB;BOOL
4816;P0.101931.0.0_Output2ChState_LB;BOOL
4817;P0.101931.1.0_Output2ChState_LB;BOOL
4818;P0.101931.2.0_Output2ChState_LB;BOOL
4819;P0.101942.0.0_WrongSerialNumberLa_LogSettings;USINT
4820;P0.101944.0.0_WrongSerialNumberLa_DiagnosisLevels;UINT
4821;P0.101966.0.0_WrongZeroOffsetLa_LogSettings;USINT
4822;P0.101968.0.0_WrongZeroOffsetLa_DiagnosisLevels;UINT
4833;P0.102028.0.0_invalidSafetyFirmware_FaultReactionsActive;UINT
4834;P0.170013.0.0_canNmtState;UDINT
4835;P0.170014.0.0_canNodeIdPersistant;USINT
4836;P0.170015.0.0_canBaudratePersistant;UINT
4837;P0.170016.0.0_canNodeIdActive;USINT
4838;P0.170017.0.0_canBaudrateActive;UINT
4839;P0.170018.0.0_canTerminationResistors;BOOL
4840;P0.170019.0.0_sdo1017_ProducerHeartbeatTime;UINT
4841;P0.173001.0.0_sdo60C2_01_InterpolationTimePeriodValue;USINT
4842;P0.173002.0.0_sdo60C2_02_InterpolationTimeIndex;SINT
11000;P1.11.0.0_multiturns;DINT
11001;P1.14.0.0_useUserMotorConfig;BOOL
11002;P1.20.0.0_brakeOneOpeningDelayTime;REAL
11003;P1.21.0.0_brakeOneClosingDelayTime;REAL
11004;P1.22.0.0_brakeTwoOpeningDelayTime;REAL
11005;P1.23.0.0_brakeTwoClosingDelayTime;REAL
11006;P1.24.0.0_brakeOneStatus;UDINT
11007;P1.25.0.0_brakeTwoStatus;UDINT
11008;P1.26.0.0_brakeStatus;UDINT
11011;P1.29.0.0_defaultBrakeSelection;UDINT
11021;P1.39.0.0_iU;REAL
11022;P1.40.0.0_notchFilterFrequency;REAL
11024;P1.42.0.0_operationMode;UDINT
11026;P1.44.0.0_isControlParameterSetInterpolationActive;BOOL
11027;P1.45.0.0_prefixPosInvalidWarningLevel;UINT
11028;P1.46.0.0_prefixPosInvalidWarningOptions;USINT
11031;P1.49.0.0_notchFilterBandwidth;REAL
11032;P1.50.0.0_notchFilterResult;REAL
11033;P1.51.0.0_useNotchFilterResult;BOOL
11034;P1.52.0.0_unfilteredIqSetpoint;REAL
11035;P1.80.0.0_kpd;REAL
11036;P1.81.0.0_kid;REAL
11037;P1.82.0.0_kpq;REAL
11038;P1.83.0.0_kiq;REAL
11039;P1.84.0.0_udRef;REAL
11040;P1.85.0.0_uqRef;REAL
11041;P1.86.0.0_iqRef;REAL
11042;P1.87.0.0_idRef;REAL
11043;P1.88.0.0_uMax;REAL
11044;P1.89.0.0_ia;REAL
11045;P1.90.0.0_outputPositionRef;LINT
11046;P1.91.0.0_outputVelocityRef;REAL
11047;P1.92.0.0_outputAccRef;REAL
11048;P1.93.0.0_outputJerkRef;REAL
11049;P1.94.0.0_outputTorqueRef;REAL
11050;P1.95.0.0_outputIqRef;REAL
11051;P1.100.0.0_output_pref;LINT
11052;P1.101.0.0_output_vref;REAL
11053;P1.102.0.0_output_aref;REAL
11054;P1.103.0.0_output_jref;REAL
11055;P1.104.0.0_output_Mref;REAL
11056;P1.105.0.0_output_iref;REAL
11058;P1.107.0.0_state;UDINT
11061;P1.122.0.0_x0Source;UDINT
11062;P1.123.0.0_x1Source;UDINT
11067;P1.128.0.0_outputX0;LINT
11068;P1.129.0.0_outputX1;LINT
11069;P1.150.0.0_torqueActMotor;REAL
11070;P1.151.0.0_torqueActDrive;REAL
11071;P1.171.0.0_status;UDINT
11072;P1.172.0.0_activeMotion;UDINT
11073;P1.173.0.0_motionStatus;UDINT
11080;P1.220.0.0_pcKpp;REAL
11081;P1.221.0.0_pcDeadzone;LINT
11082;P1.222.0.0_pcCorrectionVelocityMin;REAL
11083;P1.223.0.0_pcCorrectionVelocityMax;REAL
11084;P1.224.0.0_scKpv;REAL
11085;P1.225.0.0_scKiv;REAL
11086;P1.226.0.0_ctrlParamSetPcKpp;REAL
11094;P1.270.0.0_idSetpoint;REAL
11095;P1.280.0.0_festoPartNumberPowerstageBoard;UDINT
11096;P1.281.0.0_nocCodePowerstageBoard;STRING(50)
11097;P1.283.0.0_hardwareCompatibilityIndexPowerstageBoard;UINT
11099;P1.285.0.0_serialNumberPowerstageBoard;STRING(9)
11104;P1.290.0.0_outputPosition;LINT
11105;P1.291.0.0_outputVelocity;REAL
11106;P1.292.0.0_outputAcceleration;REAL
11107;P1.293.0.0_outputJerk;REAL
11108;P1.294.0.0_outputTorque;REAL
11109;P1.295.0.0_outputCurrent;REAL
11110;P1.296.0.0_outputMocSt;UDINT
11111;P1.297.0.0_outputMocOp;UDINT
11112;P1.298.0.0_setpointGeneratorState;UDINT
11113;P1.310.0.0_iV;REAL
11122;P1.381.0.0_torqueMax;REAL
11123;P1.382.0.0_vMax;REAL
11124;P1.390.0.0_toleranceTime;REAL
11125;P1.391.0.0_discrepancyTime;REAL
11126;P1.392.0.0_safetyStatus;UDINT
11127;P1.393.0.0_errorStatus;UDINT
11128;P1.394.0.0_signalState;UDINT
11134;P1.430.0.0_toleranceTime;REAL
11135;P1.431.0.0_safetyStatus;UDINT
11136;P1.432.0.0_errorStatus;UDINT
11137;P1.433.0.0_signalState;UDINT
11141;P1.437.0.0_discrepancyTime;REAL
11144;P1.460.0.0_state;UDINT
11145;P1.461.0.0_releaseMessage;UDINT
11146;P1.462.0.0_fexSettlingTime;REAL
11147;P1.463.0.0_fexWindow;REAL
11148;P1.464.0.0_fevWindow;REAL
11149;P1.465.0.0_stSettlingTime;REAL
11150;P1.466.0.0_stvMin;REAL
11151;P1.467.0.0_stxWindow;REAL
11152;P1.468.0.0_trSettlingTime;REAL
11153;P1.469.0.0_trxWindow;REAL
11154;P1.530.0.0_masterControlEntity;UDINT
11155;P1.581.0.0_positionSource;UDINT
11156;P1.583.0.0_outputEnable;BOOL
11157;P1.585.0.0_controlDifference;DINT
11158;P1.586.0.0_pulsesPerRevolution;UINT
11159;P1.620.0.0_motorIMax;REAL
11160;P1.621.0.0_motorIRated;REAL
11161;P1.622.0.0_psIMax;REAL
11162;P1.623.0.0_psIRated;REAL
11163;P1.624.0.0_iMax;REAL
11164;P1.625.0.0_iMin;REAL
11165;P1.626.0.0_iRatedResult;REAL
11168;P1.631.0.0_motorEInitGain;REAL
11169;P1.632.0.0_motorELim;REAL
11170;P1.633.0.0_motorEMaxRel;REAL
11171;P1.634.0.0_motorEAct;REAL
11172;P1.635.0.0_motorELimWarnGain;REAL
11173;P1.636.0.0_motorTrippingTimeMax;REAL
11174;P1.637.0.0_psEInitGain;REAL
11175;P1.638.0.0_psELim;REAL
11176;P1.639.0.0_psEMaxRel;REAL
11177;P1.660.0.0_recordTableState;UDINT
11178;P1.661.0.0_status;UDINT
11179;P1.662.0.0_rampTimer;REAL
11180;P1.664.0.0_rhoStep;REAL
11182;P1.668.0.0_mode;UDINT
11183;P1.669.0.0_velocity;REAL
11184;P1.718.0.0_numberPolePairs;UDINT
11185;P1.719.0.0_numberPolePairs;UDINT
11186;P1.810.0.0_ib;REAL
11189;P1.813.0.0_id;REAL
11190;P1.814.0.0_iq;REAL
11195;P1.819.0.0_syncParamParamIdToIq;BOOL
11196;P1.820.0.0_status;UDINT
11197;P1.821.0.0_infoSafetyFuncReqLevel;UINT
11198;P1.822.0.0_infoSafetyFuncReqOptions;USINT
11199;P1.823.0.0_controlWord;UDINT
11200;P1.824.0.0_idDiff;REAL
11201;P1.825.0.0_iqDiff;REAL
11202;P1.840.0.0_homingStatus;UDINT
11203;P1.841.0.0_moveAbsoluteNull;BOOL
11204;P1.842.0.0_timeOut;REAL
11205;P1.843.0.0_searchVelocity;REAL
11206;P1.844.0.0_searchAcceleration;REAL
11207;P1.845.0.0_searchJerk;REAL
11208;P1.846.0.0_creepVelocity;REAL
11209;P1.847.0.0_creepAcceleration;REAL
11210;P1.848.0.0_creepJerk;REAL
11211;P1.849.0.0_moveVelocity;REAL
11212;P1.850.0.0_vMinUser;REAL
11213;P1.851.0.0_vMaxUser;REAL
11214;P1.852.0.0_torqueMinUser;REAL
11215;P1.853.0.0_torqueMaxUser;REAL
11216;P1.854.0.0_iMinUser;REAL
11217;P1.855.0.0_iMaxUser;REAL
11218;P1.856.0.0_iMaxTotalUser;REAL
11219;P1.860.0.0_status;USINT
11222;P1.911.0.0_output_p;LINT
11223;P1.912.0.0_output_v;REAL
11224;P1.913.0.0_output_a;REAL
11225;P1.914.0.0_output_j;REAL
11226;P1.915.0.0_output_M;REAL
11227;P1.916.0.0_output_i;REAL
11228;P1.917.0.0_output_jobid;UDINT
11229;P1.940.0.0_motorActTemp;REAL
11230;P1.941.0.0_status;DINT
11231;P1.942.0.0_sensorType;UDINT
11234;P1.945.0.0_lowWarnLim;REAL
11235;P1.946.0.0_lowWarnHyst;REAL
11236;P1.947.0.0_lowErrLim;REAL
11237;P1.948.0.0_lowErrHyst;REAL
11238;P1.949.0.0_upWarnLim;REAL
11239;P1.950.0.0_errorStatus;UDINT
11240;P1.951.0.0_signalState;UDINT
11241;P1.952.0.0_staToleranceTime;REAL
11242;P1.953.0.0_sbaToleranceTime;REAL
11246;P1.957.0.0_positionDelay;UDINT
11247;P1.958.0.0_velocityFilterConstant;REAL
11248;P1.959.0.0_accelerationFilterConstant;REAL
11249;P1.967.0.0_feedForwardVelocityGain;REAL
11250;P1.968.0.0_feedForwardTorqueGain;REAL
11251;P1.969.0.0_constantTorque;REAL
11252;P1.973.0.0_inertia;REAL
11253;P1.974.0.0_outputFrictionCompensation;REAL
11254;P1.975.0.0_outputInertiaCompensation;REAL
11255;P1.976.0.0_frictionVelocity;REAL
11256;P1.977.0.0_frictionTorque;REAL
11257;P1.978.0.0_numberFrictionPoints;UDINT
11258;P1.991.0.0_bypass;BOOL
11259;P1.992.0.0_gradLimiterFirstDerivativeLimit;REAL
11260;P1.993.0.0_gradLimiterSecondDerivativeLimit;REAL
11261;P1.994.0.0_gradLimiterDeadzone;REAL
11262;P1.995.0.0_analogGain;REAL
11263;P1.996.0.0_analogOffset;REAL
11264;P1.997.0.0_analogDeadzone;REAL
11265;P1.998.0.0_inputLowerLimit;REAL
11266;P1.999.0.0_inputUpperLimit;REAL
11267;P1.1140.0.0_output_pref;LINT
11268;P1.1141.0.0_output_vref;REAL
11269;P1.1142.0.0_output_aref;REAL
11270;P1.1143.0.0_output_jref;REAL
11271;P1.1144.0.0_output_Mref;REAL
11272;P1.1145.0.0_output_iref;REAL
11273;P1.1146.0.0_active_mode;UDINT
11274;P1.1147.0.0_next_mode;UDINT
11275;P1.1148.0.0_active_state;UDINT
11276;P1.1149.0.0_next_state;UDINT
11277;P1.1150.0.0_activeUserUnit;UDINT
11278;P1.1151.0.0_nextUserUnit;UDINT
11279;P1.1152.0.0_state;UDINT
11280;P1.1153.0.0_activeMotorConstantKm;REAL
