pnu;name;data_type;parameter_id
4747;Torque_Off_SelftestFailed_DiagnosisLevels;UINT;0.101760.0
4748;Torque_Off_SwitchOffTimeout_FaultReactionsActive;UINT;0.101761.0
4749;Torque_Off_FeedbackErrorOff_FaultReactionsActive;UINT;0.101765.0
4751;Torque_Off_FeedbackErrorOn_FaultReactionsActive;UINT;0.101769.0
4753;Torque_Off_VoltageLevelFault_FaultReactionsActive;UINT;0.101773.0
4757;Torque_Off_SwitchOffTimeout_DiagnosisLevels;UINT;0.101784.0
4759;TORQUE_OFF_STO_STATE_La;BOOL;0.101789.0
4760;TORQUE_OFF_STO_STATE_Lb;BOOL;0.101793.0
4761;TORQUE_OFF_STO_VALID_La;BOOL;0.101797.0
4762;TORQUE_OFF_STO_VALID_Lb;BOOL;0.101801.0
4763;TORQUE_OFF_Feedback_La;BOOL;0.101805.0
4765;Torque_Off_FeedbackErrorOff_DiagnosisLevels;UINT;0.101808.0
4766;TORQUE_OFF_Feedback_Lb;BOOL;0.101809.0
4768;STO_LS_MON_LA_AI;REAL;0.101817.0
4770;STO_HS_MON_LB_AI;REAL;0.101821.0
4772;Torque_Off_FeedbackErrorOn_DiagnosisLevels;UINT;0.101832.0
4775;safeEnDatValidatedSerialNumber;UINT;0.101849.0
4776;safeEnDatValidatedSerialNumberActive;UINT;0.101853.0
4778;Torque_Off_VoltageLevelFault_DiagnosisLevels;UINT;0.101856.0
4779;safeEnDatValidatedNvp;LINT;0.101857.0
4780;safeEnDatValidatedNvpActive;LINT;0.101861.0
4783;NoSafetyEncoderDetected_ReactionActive;UINT;0.101869.0
4784;WrongSerialNumber_ReactionActive;UINT;0.101873.0
4786;StepMonitoring_ReactionActive;UINT;0.101881.0
4788;StepMonitoringLa_DiagnosisLevels;UINT;0.101887.0
4791;OutputState_LA;BOOL;0.101915.0
4792;OutputState_LA;BOOL;0.101915.1
4793;OutputState_LA;BOOL;0.101915.2
4794;OutputState_LA;BOOL;0.101915.3
4795;OutputState_LA;BOOL;0.101915.4
4796;OutputState_LA;BOOL;0.101915.5
4797;OutputState_LA;BOOL;0.101915.6
4798;OutputState_LA;BOOL;0.101915.7
4799;OutputState_LA;BOOL;0.101915.8
4800;OutputState_LA;BOOL;0.101915.9
4802;Output2ChState_LA;BOOL;0.101919.0
4803;Output2ChState_LA;BOOL;0.101919.1
4804;Output2ChState_LA;BOOL;0.101919.2
4805;NoSafetyEncoderDetectedLa_DiagnosisLevels;UINT;0.101920.0
4806;OutputState_LB;BOOL;0.101923.0
4807;OutputState_LB;BOOL;0.101923.1
4808;OutputState_LB;BOOL;0.101923.2
4809;OutputState_LB;BOOL;0.101923.3
4810;OutputState_LB;BOOL;0.101923.4
4811;OutputState_LB;BOOL;0.101923.5
4812;OutputState_LB;BOOL;0.101923.6
4813;OutputState_LB;BOOL;0.101923.7
4814;OutputState_LB;BOOL;0.101923.8
4815;OutputState_LB;BOOL;0.101923.9
4816;Output2ChState_LB;BOOL;0.101931.0
4817;Output2ChState_LB;BOOL;0.101931.1
4818;Output2ChState_LB;BOOL;0.101931.2
4820;WrongSerialNumberLa_DiagnosisLevels;UINT;0.101944.0
4825;hardFaultExceptionArgument1;UDINT;0.102020.0
4826;hardFaultExceptionArgument1;UDINT;0.102020.1
4827;hardFaultExceptionArgument2;UDINT;0.102022.0
4828;hardFaultExceptionArgument2;UDINT;0.102022.1
4829;hardFaultExceptionArgument3;UDINT;0.102024.0
4830;hardFaultExceptionArgument3;UDINT;0.102024.1
4831;hardFaultExceptionArgument4;UDINT;0.102026.0
4832;hardFaultExceptionArgument4;UDINT;0.102026.1
4833;invalidSafetyFirmware_FaultReactionsActive;UINT;0.102028.0
4834;sdo1Axx_00_TPDO_NumberOfObjects;USINT;0.172010.2
4835;sdo1Axx_00_TPDO_NumberOfObjects;USINT;0.172010.3
4836;feVoltageFilt;REAL;0.102650.0
4842;factorySettingsRestored_DiagnosisLevels;UINT;0.102816.0
4843;safetyHardwareCompatibilityIndex;UINT;0.102030.0
4846;inputGain;REAL;0.201.0
4847;inputOffset;REAL;0.202.0
4848;inputResult;REAL;0.206.0
4851;analogue_input_deadzone;REAL;0.102046.0
4852;analogue_input_filter_time;REAL;0.102096.0
4853;data_trace_storage_enable;BOOL;0.102260.0
4854;modbusTimeout;REAL;0.102393.0
4855;data_trace_storage_state;UDINT;0.102403.0
4856;data_trace_storage_timestamp;LINT;0.102411.0
4866;telegramSelectionSafety;UINT;0.11280205.0
4867;telegramSelectionSafetyActive;UINT;0.112802051.0
4868;FDeviceDestinationAddress;UINT;0.40040.0
4869;FDeviceSourceAddress;UINT;0.40041.0
4871;actualVoltageLa;REAL;0.100053.4
4872;actualVoltageLb;REAL;0.100065.4
4874;overVoltageError_DiagnosisLevels;UINT;0.100106.4
4876;underVoltage_RestartBehavior;UINT;0.100130.4
4877;currentTemperatureLa;REAL;0.100253.1
4879;SafetyDestinationAddressMismatch_DiagnosisLevels;UINT;0.100259.0
4880;currentTemperatureLb;REAL;0.100269.1
4882;SafetyDestinationAddressNotValid_DiagnosisLevels;UINT;0.100278.0
4884;SafetySourceAddressNotValidOrMismatch_DiagnosisLevels;UINT;0.100290.0
4887;overTemperature_DiagnosisLevels;UINT;0.100301.1
4888;SafetyWatchdogTimeValue0Ms_DiagnosisLevels;UINT;0.100302.0
4890;SafetyParameterFSilExceedsSilFromDeviceApplication_DiagnosisLevels;UINT;0.100314.0
4892;SafetyVersionOfFParameterSetIncorrect_DiagnosisLevels;UINT;0.100326.0
4894;SafetyParameterFCrcLengthMismatchGeneratedValues_DiagnosisLevels;UINT;0.100338.0
4897;underTemperature_DiagnosisLevels;UINT;0.100349.1
4898;SafetyDataInconsistentInReceivedFParameterBlock_DiagnosisLevels;UINT;0.100350.0
4900;SafetyDeviceSpecificOrUnspecifiedDiagnosis_DiagnosisLevels;UINT;0.100362.0
4902;SafetySaveIParameterWatchdogTimeExceeded_DiagnosisLevels;UINT;0.100374.0
4904;SafetyRestoreIParameterWatchdogTimeExceeded_DiagnosisLevels;UINT;0.100386.0
4906;SafetyInconsistentIParameters_DiagnosisLevels;UINT;0.100398.0
4908;SafetyFBlockIdNotSupported_DiagnosisLevels;UINT;0.100410.0
4910;SafetyTransmissionErrorDataInconsistent_DiagnosisLevels;UINT;0.100422.0
4912;SafetyTransmissionErrorTimeout_DiagnosisLevels;UINT;0.100434.0
4914;SafetyAcknowledgeRequiredToEnableChannels_DiagnosisLevels;UINT;0.100446.0
4916;BaseIdNotValidOrMismatchOfBaseId_DiagnosisLevels;UINT;0.100458.0
4917;LIN0_Mapping;DINT;0.100540.0
4918;LIN1_Mapping;DINT;0.100542.0
4919;LIN2_Mapping;DINT;0.100546.0
4920;LIN3_Mapping;DINT;0.100550.0
4921;LIN0_Mapping_active;DINT;0.100667.0
4922;LIN1_Mapping_active;DINT;0.100671.0
4923;LIN2_Mapping_active;DINT;0.100674.0
4924;LIN3_Mapping_active;DINT;0.100676.0
4933;overTemperature_FaultReactionsActive;UINT;0.100959.1
4934;underTemperature_FaultReactionsActive;UINT;0.101005.1
4935;overVoltageError_FaultReactionsActive;UINT;0.101013.4
4936;underVoltage_FaultReactionsActive;UINT;0.101021.4
4937;LIN4_Mapping;DINT;0.102050.0
4938;LIN4_Mapping_active;DINT;0.102051.0
4939;InvalidLINMappingErrorReactionActive;UINT;0.102055.0
4940;CrossCompareValueLa;UDINT;0.102059.0
4942;InvalidLINMapping_La_DiagnosisLevels;UINT;0.102062.0
4943;CrossCompareValueLb;UDINT;0.102063.0
4944;SelectorSafetyControl;UDINT;0.102067.0
4945;SelectorSafetyControlActive;UDINT;0.102069.0
4950;hardFaultExceptionCause2;UDINT;0.102093.0
4951;hardFaultExceptionCause2;UDINT;0.102093.1
4955;activeGearboxFactorsIndex;USINT;0.102446.0
4956;activeGearboxFactorsIndex;USINT;0.102446.1
4957;SafetyDestinationAddressMismatch_FaultReactionsActive;UINT;0.102452.0
4958;SafetyDestinationAddressNotValid_FaultReactionsActive;UINT;0.102462.0
4959;SafetyFBlockIdNotSupported_FaultReactionsActive;UINT;0.102465.0
4960;SafetySourceAddressNotValidOrMismatch_FaultReactionsActive;UINT;0.102469.0
4961;SafetyWatchdogTimeValue0Ms_FaultReactionsActive;UINT;0.102470.0
4962;SafetyParameterFSilExceedsSilFromDeviceApplication_FaultReactionsActive;UINT;0.102473.0
4963;SafetyVersionOfFParameterSetIncorrect_FaultReactionsActive;UINT;0.102480.0
4964;BaseIdNotValidOrMismatchOfBaseId_FaultReactionsActive;UINT;0.102484.0
4965;SafetyParameterFCrcLengthMismatchGeneratedValues_FaultReactionsActive;UINT;0.102488.0
4966;SafetyDataInconsistentInReceivedFParameterBlock_FaultReactionsActive;UINT;0.102496.0
4967;SafetyDeviceSpecificOrUnspecifiedDiagnosis_FaultReactionsActive;UINT;0.102500.0
4968;SafetySaveIParameterWatchdogTimeExceeded_FaultReactionsActive;UINT;0.102508.0
4969;SafetyRestoreIParameterWatchdogTimeExceeded_FaultReactionsActive;UINT;0.102516.0
4970;SafetyInconsistentIParameters_FaultReactionsActive;UINT;0.102520.0
4971;SafetyTransmissionErrorDataInconsistent_FaultReactionsActive;UINT;0.102528.0
4972;SafetyTransmissionErrorTimeout_FaultReactionsActive;UINT;0.102532.0
4973;SafetyAcknowledgeRequiredToEnableChannels_FaultReactionsActive;UINT;0.102534.0
4974;FDeviceAddressType;UDINT;0.11280209.0
4975;FDeviceDestinationAddressActive;UINT;0.11280211.0
4976;FDeviceSourceAddressActive;UINT;0.11280212.0
4977;FDeviceAddressTypeActive;UDINT;0.11280213.0
4980;EnableBrakeResistorConnectionMonitor;BOOL;0.102071.0
4981;BrakeResistorConnectionMonitorVoltageThreshold;REAL;0.102073.0
4982;Brakeresistornotconnected_LogSettings;USINT;0.102091.0
4983;Brakeresistornotconnected_DiagnosisLevels;UINT;0.102095.0
4985;optionModuleDatasetMajor;UINT;0.60001.0
4986;optionModuleDatasetMinor;USINT;0.60002.0
4987;optionModuleIdentifier;STRING(3);0.60003.0
4988;optionModuleItac;STRING(15);0.60004.0
4989;optionModuleFestoPartNumber;UDINT;0.60005.0
4990;optionModuleSerialNumber;UINT;0.60006.0
4991;optionModuleHardwareVersionMajor;UDINT;0.60007.0
4992;optionModuleHardwareVersionMinor;UINT;0.60008.0
4993;optionModuleFirmwareCompatibilityIndex;USINT;0.60009.0
4994;optionModuleConnectorRevision;UINT;0.60018.0
4995;optionModuleStatus;UDINT;0.102238.0
5001;optionModuleFeatureIdentifier;UINT;0.102243.0
5002;optionModuleFeatureIdentifier;UINT;0.102243.1
5003;optionModuleFeatureIdentifier;UINT;0.102243.2
5004;optionModuleFeatureIdentifier;UINT;0.102243.3
5005;optionModuleFeatureIdentifier;UINT;0.102243.4
5006;optionModuleFeatureIdentifier;UINT;0.102243.5
5007;optionModuleFeatureIdentifier;UINT;0.102243.6
5008;optionModuleFeatureStatus;UDINT;0.102244.0
5009;optionModuleFeatureStatus;UDINT;0.102244.1
5010;optionModuleFeatureStatus;UDINT;0.102244.2
5011;optionModuleFeatureStatus;UDINT;0.102244.3
5012;optionModuleFeatureStatus;UDINT;0.102244.4
5013;optionModuleFeatureStatus;UDINT;0.102244.5
5014;optionModuleFeatureStatus;UDINT;0.102244.6
5016;sdo16xx_xx_RPDO_MappedObjects;UDINT;0.171011.0
5017;expectedMotorNocCode;STRING(32);0.32410.0
5018;expectedMotorNocCode;STRING(32);0.32410.1
5019;expectedMotorNocCode;STRING(32);0.32410.2
5020;safetyBitField;UINT;0.7431.0
5021;safetyBitField;UINT;0.7431.1
5022;safetyCrc;UDINT;0.7432.0
5023;safetyCrc;UDINT;0.7432.1
5024;status_x1b;UDINT;0.10154.0
5025;userConfiguredEncoderData;BOOL;0.64140.0
5026;userConfiguredEncoderData;BOOL;0.64140.1
5039;config_X1A_04;UDINT;0.102654.0
5040;config_X1B_04;UDINT;0.102656.0
5041;config_X1A_02;UDINT;0.102658.0
5042;config_X1B_02;UDINT;0.102660.0
5044;errInvalidConfExtResistorResitor_DiagnosisLevels;UINT;0.102676.0
5046;errInvalidConfExtResistorRatedPower_DiagnosisLevels;UINT;0.102688.0
5047;debugU32;UDINT;0.102706.0
5048;debugI32;DINT;0.102708.0
5049;debugU16;UINT;0.102709.0
5050;debugI16;INT;0.102710.0
5054;TelegramNumberMismatch_FaultReactionActive;UINT;0.102550.0
5056;TelegramNumberMismatch_DiagnosisLevels;UINT;0.102586.0
5060;hardFaultRegisterPC;UDINT;0.102662.0
5061;hardFaultRegisterPC;UDINT;0.102662.1
5062;hardFaultRegisterDFSR;UDINT;0.102664.0
5063;hardFaultRegisterDFSR;UDINT;0.102664.1
5064;hardFaultExceptionTimestamp;UDINT;0.102665.0
5065;hardFaultExceptionTimestamp;UDINT;0.102665.1
5066;enableExtendedLineSettingIncEncoderActive;BOOL;0.102707.0
5067;enableExtendedLineSettingIncEncoderActive;BOOL;0.102707.1
5068;extendedLineSettingIncEncoderActive;UDINT;0.102711.0
5069;extendedLineSettingIncEncoderActive;UDINT;0.102711.1
5070;sdo16xx_xx_RPDO_MappedObjects;UDINT;0.171011.1
5071;sdo16xx_xx_RPDO_MappedObjects;UDINT;0.171011.2
5072;sdo16xx_xx_RPDO_MappedObjects;UDINT;0.171011.3
5073;sdo1Axx_xx_TPDO_MappedObjects;UDINT;0.172011.0
5074;sdo1Axx_xx_TPDO_MappedObjects;UDINT;0.172011.1
5075;sdo1Axx_xx_TPDO_MappedObjects;UDINT;0.172011.2
5076;sdo1Axx_xx_TPDO_MappedObjects;UDINT;0.172011.3
5077;optionModuleSupportedFeatures;UINT;0.60017.0
5095;realIndexPulse;BOOL;0.102795.0
5096;realIndexPulse;BOOL;0.102795.1
5099;BissEncoderError_DiagnosisLevels;UINT;0.102791.0
5101;BissEncoderWarning_DiagnosisLevels;UINT;0.102793.0
5103;blinkRequired;BOOL;0.102760.0
5104;ethernetipBusOn;BOOL;0.102726.0
5106;parameterSetSavedByUser_DiagnosisLevels;UINT;0.102756.0
5107;parameterSetHash;UDINT;0.102764.0
5108;blinkCodeEnteredbyUser;USINT;0.102761.0
5109;safetyHardwareCertifiedPattern;UDINT;0.102767.0
5111;uncertifiedHardware_DiagnosisLevels;UINT;0.102773.0
5112;uncertifiedHardware_DiagnosisLevelsActive;UINT;0.102774.0
5113;safetyReinitFailedCompIndex_LA;UINT;0.102775.0
5114;safetyReinitFailedCompIndex_LB;UINT;0.102776.0
5121;AdvSafetyParameterSetVersion;UDINT;0.102712.0
5122;AdvSafetyParameterSetVersionActive;UDINT;0.102713.0
5123;AdvSafetyExpectedParameterSetVersion;UDINT;0.102714.0
5124;AdvSafetyParameterSetVersionIsNewer_FaultReactionActive;UINT;0.102718.0
5125;AdvSafetyParameterSetVersionIsOlder_FaultReactionActive;UINT;0.102722.0
5127;AdvSafetyParameterSetVersionIsNewer_DiagnosisLevels;UINT;0.102725.0
5129;AdvSafetyParameterSetVersionIsOlder_DiagnosisLevels;UINT;0.102749.0
11000;multiturns;DINT;1.11.0
11001;useUserMotorConfig;BOOL;1.14.0
11002;brakeOneOpeningDelayTime;REAL;1.20.0
11003;brakeOneClosingDelayTime;REAL;1.21.0
11004;brakeTwoOpeningDelayTime;REAL;1.22.0
11005;brakeTwoClosingDelayTime;REAL;1.23.0
11006;brakeOneStatus;UDINT;1.24.0
11007;brakeTwoStatus;UDINT;1.25.0
11008;brakeStatus;UDINT;1.26.0
11011;defaultBrakeSelection;UDINT;1.29.0
11017;state;UDINT;1.35.0
11021;iU;REAL;1.39.0
11022;notchFilterFrequency;REAL;1.40.0
11024;operationMode;UDINT;1.42.0
11026;isControlParameterSetInterpolationActive;BOOL;1.44.0
11027;prefixPosInvalidWarningLevel;UINT;1.45.0
11028;prefixPosInvalidWarningOptions;USINT;1.46.0
11031;notchFilterBandwidth;REAL;1.49.0
11032;notchFilterResult;REAL;1.50.0
11033;useNotchFilterResult;BOOL;1.51.0
11034;unfilteredIqSetpoint;REAL;1.52.0
11035;kpd;REAL;1.80.0
11036;kid;REAL;1.81.0
11037;kpq;REAL;1.82.0
11038;kiq;REAL;1.83.0
11039;udRef;REAL;1.84.0
11040;uqRef;REAL;1.85.0
11041;iqRef;REAL;1.86.0
11042;idRef;REAL;1.87.0
11043;uMax;REAL;1.88.0
11044;ia;REAL;1.89.0
11045;outputPositionRef;LINT;1.90.0
11046;outputVelocityRef;REAL;1.91.0
11047;outputAccRef;REAL;1.92.0
11048;outputJerkRef;REAL;1.93.0
11049;outputTorqueRef;REAL;1.94.0
11050;outputIqRef;REAL;1.95.0
11051;output_pref;LINT;1.100.0
11052;output_vref;REAL;1.101.0
11053;output_aref;REAL;1.102.0
11054;output_jref;REAL;1.103.0
11055;output_Mref;REAL;1.104.0
11056;output_iref;REAL;1.105.0
11058;state;UDINT;1.107.0
11061;x0Source;UDINT;1.122.0
11062;x1Source;UDINT;1.123.0
11067;outputX0;LINT;1.128.0
11068;outputX1;LINT;1.129.0
11069;torqueActMotor;REAL;1.150.0
11070;torqueActDrive;REAL;1.151.0
11071;status;UDINT;1.171.0
11072;activeMotion;UDINT;1.172.0
11073;motionStatus;UDINT;1.173.0
11080;pcKpp;REAL;1.220.0
11081;pcDeadzone;LINT;1.221.0
11082;pcCorrectionVelocityMin;REAL;1.222.0
11083;pcCorrectionVelocityMax;REAL;1.223.0
11084;scKpv;REAL;1.224.0
11085;scKiv;REAL;1.225.0
11086;ctrlParamSetPcKpp;REAL;1.226.0
11094;idSetpoint;REAL;1.270.0
11095;festoPartNumberPowerstageBoard;UDINT;1.280.0
11096;nocCodePowerstageBoard;STRING(50);1.281.0
11097;hardwareCompatibilityIndexPowerstageBoard;UINT;1.283.0
11099;serialNumberPowerstageBoard;STRING(9);1.285.0
11104;outputPosition;LINT;1.290.0
11105;outputVelocity;REAL;1.291.0
11106;outputAcceleration;REAL;1.292.0
11107;outputJerk;REAL;1.293.0
11108;outputTorque;REAL;1.294.0
11109;outputCurrent;REAL;1.295.0
11110;outputMocSt;UDINT;1.296.0
11111;outputMocOp;UDINT;1.297.0
11112;setpointGeneratorState;UDINT;1.298.0
11113;iV;REAL;1.310.0
11122;torqueMax;REAL;1.381.0
11123;vMax;REAL;1.382.0
11124;toleranceTime;REAL;1.390.0
11125;discrepancyTime;REAL;1.391.0
11126;safetyStatus;UDINT;1.392.0
11127;errorStatus;UDINT;1.393.0
11128;signalState;UDINT;1.394.0
11134;toleranceTime;REAL;1.430.0
11135;safetyStatus;UDINT;1.431.0
11136;errorStatus;UDINT;1.432.0
11137;signalState;UDINT;1.433.0
11141;discrepancyTime;REAL;1.437.0
11144;state;UDINT;1.460.0
11145;releaseMessage;UDINT;1.461.0
11146;fexSettlingTime;REAL;1.462.0
11147;fexWindow;REAL;1.463.0
11148;fevWindow;REAL;1.464.0
11149;stSettlingTime;REAL;1.465.0
11150;stvMin;REAL;1.466.0
11151;stxWindow;REAL;1.467.0
11152;trSettlingTime;REAL;1.468.0
11153;trxWindow;REAL;1.469.0
11154;masterControlEntity;UDINT;1.530.0
11155;positionSource;UDINT;1.581.0
11156;outputEnable;BOOL;1.583.0
11157;controlDifference;DINT;1.585.0
11158;pulsesPerRevolution;UINT;1.586.0
11159;motorIMax;REAL;1.620.0
11160;motorIRated;REAL;1.621.0
11161;psIMax;REAL;1.622.0
11162;psIRated;REAL;1.623.0
11163;iMax;REAL;1.624.0
11164;iMin;REAL;1.625.0
11165;iRatedResult;REAL;1.626.0
11168;motorEInitGain;REAL;1.631.0
11169;motorELim;REAL;1.632.0
11170;motorEMaxRel;REAL;1.633.0
11171;motorEAct;REAL;1.634.0
11172;motorELimWarnGain;REAL;1.635.0
11173;motorTrippingTimeMax;REAL;1.636.0
11174;psEInitGain;REAL;1.637.0
11175;psELim;REAL;1.638.0
11176;psEMaxRel;REAL;1.639.0
11177;recordTableState;UDINT;1.660.0
11178;status;UDINT;1.661.0
11179;rampTimer;REAL;1.662.0
11180;rhoStep;REAL;1.664.0
11182;mode;UDINT;1.668.0
11183;velocity;REAL;1.669.0
11184;numberPolePairs;UDINT;1.718.0
11185;numberPolePairs;UDINT;1.719.0
11186;ib;REAL;1.810.0
11189;id;REAL;1.813.0
11190;iq;REAL;1.814.0
11195;syncParamParamIdToIq;BOOL;1.819.0
11196;status;UDINT;1.820.0
11197;infoSafetyFuncReqLevel;UINT;1.821.0
11198;infoSafetyFuncReqOptions;USINT;1.822.0
11199;controlWord;UDINT;1.823.0
11200;idDiff;REAL;1.824.0
11201;iqDiff;REAL;1.825.0
11202;homingStatus;UDINT;1.840.0
11203;moveAbsoluteNull;BOOL;1.841.0
11204;timeOut;REAL;1.842.0
11205;searchVelocity;REAL;1.843.0
11206;searchAcceleration;REAL;1.844.0
11207;searchJerk;REAL;1.845.0
11208;creepVelocity;REAL;1.846.0
11209;creepAcceleration;REAL;1.847.0
11210;creepJerk;REAL;1.848.0
11211;moveVelocity;REAL;1.849.0
11212;vMinUser;REAL;1.850.0
11213;vMaxUser;REAL;1.851.0
11214;torqueMinUser;REAL;1.852.0
11215;torqueMaxUser;REAL;1.853.0
11216;iMinUser;REAL;1.854.0
11217;iMaxUser;REAL;1.855.0
11218;iMaxTotalUser;REAL;1.856.0
11219;status;USINT;1.860.0
11222;output_p;LINT;1.911.0
11223;output_v;REAL;1.912.0
11224;output_a;REAL;1.913.0
11225;output_j;REAL;1.914.0
11226;output_M;REAL;1.915.0
11227;output_i;REAL;1.916.0
11228;output_jobid;UDINT;1.917.0
11229;motorActTemp;REAL;1.940.0
11230;status;DINT;1.941.0
11231;sensorType;UDINT;1.942.0
11234;lowWarnLim;REAL;1.945.0
11235;lowWarnHyst;REAL;1.946.0
11236;lowErrLim;REAL;1.947.0
11237;lowErrHyst;REAL;1.948.0
11238;upWarnLim;REAL;1.949.0
11239;errorStatus;UDINT;1.950.0
11240;signalState;UDINT;1.951.0
11241;staToleranceTime;REAL;1.952.0
11242;sbaToleranceTime;REAL;1.953.0
11246;positionDelay;UDINT;1.957.0
11247;velocityFilterConstant;REAL;1.958.0
11248;accelerationFilterConstant;REAL;1.959.0
11249;feedForwardVelocityGain;REAL;1.967.0
11250;feedForwardTorqueGain;REAL;1.968.0
11251;constantTorque;REAL;1.969.0
11252;inertia;REAL;1.973.0
11253;outputFrictionCompensation;REAL;1.974.0
11254;outputInertiaCompensation;REAL;1.975.0
11255;frictionVelocity;REAL;1.976.0
11256;frictionTorque;REAL;1.977.0
11257;numberFrictionPoints;UDINT;1.978.0
11258;bypass;BOOL;1.991.0
11259;gradLimiterFirstDerivativeLimit;REAL;1.992.0
11260;gradLimiterSecondDerivativeLimit;REAL;1.993.0
11261;gradLimiterDeadzone;REAL;1.994.0
11262;analogGain;REAL;1.995.0
11263;analogOffset;REAL;1.996.0
11264;analogDeadzone;REAL;1.997.0
11265;inputLowerLimit;REAL;1.998.0
11266;inputUpperLimit;REAL;1.999.0
11267;output_pref;LINT;1.1140.0
11268;output_vref;REAL;1.1141.0
11269;output_aref;REAL;1.1142.0
11270;output_jref;REAL;1.1143.0
11271;output_Mref;REAL;1.1144.0
11272;output_iref;REAL;1.1145.0
11273;active_mode;UDINT;1.1146.0
11274;next_mode;UDINT;1.1147.0
11275;active_state;UDINT;1.1148.0
11276;next_state;UDINT;1.1149.0
11277;activeUserUnit;UDINT;1.1150.0
11278;nextUserUnit;UDINT;1.1151.0
11279;state;UDINT;1.1152.0
11280;activeMotorConstantKm;REAL;1.1153.0
11281;activeNumberOfPolepairs;UDINT;1.1154.0
11282;activeGearBoxNumerator;REAL;1.1155.0
11283;activeGearBoxDenominator;REAL;1.1156.0
11284;activeFeedForwardNumerator;REAL;1.1157.0
11285;activeFeedForwardDenominator;REAL;1.1158.0
11286;unitConvertionFailedLevel;UINT;1.1159.0
11287;toggleRotationDirectionNext;BOOL;1.1170.0
11288;toggleEncoderSignalNext;BOOL;1.1171.0
11289;togglePowerStageSignalNext;BOOL;1.1172.0
11293;axisDatabaseId;UDINT;1.1191.0
11294;axisNocCode;STRING(50);1.1192.0
11295;weight;REAL;1.1193.0
11296;feedNumerator;UDINT;1.1194.0
11297;feedDenomerator;UDINT;1.1195.0
11298;workingStroke;LINT;1.1196.0
11299;axisSetup;UDINT;1.1197.0
11300;connectionShaftLength;REAL;1.1198.0
11301;maxShaftTorque;REAL;1.1199.0
11302;mountingKitDatabaseId;UDINT;1.1200.0
11303;mountingKitNocCode;STRING(37);1.1201.0
11304;mountingKitConnectionShaftDatabaseId;UDINT;1.1202.0
11305;mountingKitConnectionShaftNocCode;STRING(37);1.1203.0
11306;cablesetDatabaseId;UDINT;1.1204.0
11307;cablesetNocCode;STRING(37);1.1205.0
11308;motorCableLength;REAL;1.1206.0
11309;deviceConfigured;BOOL;1.1207.0
11310;motorCableCrossSection;REAL;1.1208.0
11311;outputV0;REAL;1.1210.0
11312;outputV1;REAL;1.1211.0
11313;output_rhoact;UDINT;1.1212.0
11314;output_freqact;REAL;1.1213.0
11315;synchronizeAllEncoderChannels;BOOL;1.1214.0
11316;masterChannelNumber;UDINT;1.1215.0
11317;motorGear1DatabaseId;UDINT;1.1230.0
11318;motorGear1NocCode;STRING(37);1.1231.0
11319;gearRatio1MotorSide;UDINT;1.1232.0
11320;gearRatio1DrivingShaft;UDINT;1.1233.0
11321;motorGear2DatabaseId;UDINT;1.1234.0
11322;motorGear2NocCode;STRING(37);1.1235.0
11323;gearRatio2MotorSide;UDINT;1.1236.0
11324;gearRatio2DrivingShaft;UDINT;1.1237.0
11325;motorGear3DatabaseId;UDINT;1.1238.0
11326;motorGear3NocCode;STRING(37);1.1239.0
11327;gearRatio3MotorSide;UDINT;1.1240.0
11328;gearRatio3DrivingShaft;UDINT;1.1241.0
11329;gearRatioMotorSide;UDINT;1.1242.0
11330;gearRatioDrivingShaft;UDINT;1.1243.0
11331;speedLimitIsActive;BOOL;1.1301.0
11332;accDecLimitIsActive;BOOL;1.1302.0
11333;torqueLimitIsActive;BOOL;1.1303.0
11334;vLimitUser;REAL;1.1304.0
11335;aLimitUser;REAL;1.1305.0
11336;dLimitUser;REAL;1.1306.0
11337;torqueMaxLimitUser;REAL;1.1307.0
11338;torqueMinLimitUser;REAL;1.1308.0
11339;mileageCounter;LINT;1.1411.0
11343;warningThreshold;LINT;1.1417.0
11344;warningThresholdReachedLevel;UINT;1.1419.0
11345;reversePlayCounter;LINT;1.1421.0
11349;warningThreshold;LINT;1.1427.0
11350;warningThresholdReachedLevel;UINT;1.1429.0
11351;slow1Period;REAL;1.1510.0
11352;slow1Velocity;REAL;1.1511.0
11353;slow1Acceleration;REAL;1.1512.0
11354;slow1Jerk;REAL;1.1513.0
11355;fast1Velocity;REAL;1.1514.0
11356;fast1Acceleration;REAL;1.1515.0
11357;fast1Jerk;REAL;1.1516.0
11358;CurrentRamp;REAL;1.1555.0
11359;torqueScalingFactor;REAL;1.1556.0
11371;jobIgnored_because_jobIsNotAllowedInCurrentStateOption;USINT;1.1733.0
11380;recordType;UDINT;1.1810.0
11381;recordIndex;DINT;1.1811.0
11382;recordField1;LINT;1.1812.0
11383;recordField2;LINT;1.1813.0
11384;recordField3;LINT;1.1814.0
11385;recordField4;LINT;1.1815.0
11386;recordField5;LINT;1.1816.0
11387;recordField6;LINT;1.1817.0
11388;recordField7;LINT;1.1818.0
11389;recordRuleType;UDINT;1.1831.0
11390;recordRuleIndex;DINT;1.1832.0
11391;recordRuleNextIndex;DINT;1.1833.0
11392;recordRuleTime;REAL;1.1834.0
11393;recordRuleField1;LINT;1.1835.0
11394;recordRuleField2;LINT;1.1836.0
11395;currentRecordIndex;DINT;1.1837.0
11396;recordBufferMode;UDINT;1.1838.0
